"","OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","COMMENTS","REPORT_AC","GIS_ACRES","C_METHOD","OBJECTIVE","FIRE_NUM","Shape_Leng","Shape_Area"
"168",168,"2007","CA","CDF","BEU","QUIEN","00003537",2007-08-30,2007-09-02,1,NA,422,422.33,2,1,"00000000",6013.29204237,1709108.7161
"169",169,"2007","CA","CDF","BEU","BRYSON","00001545",2007-05-12,2007-05-12,2,NA,28,24.7346,1,1,"00000000",1585.97237019,100097.449653
"170",170,"2007","CA","CDF","BEU","SOLEDAD","00001023",2007-03-29,2007-03-29,5,NA,36,37.538,1,1,"00000000",1704.36234923,151911.08469
"171",171,"2007","CA","CDF","BEU","COLORADO","00004103",2007-10-08,2007-10-08,15,"Firefighter Fatality",25,24.8429,7,1,"00000000",1353.50020452,100535.635407
"172",172,"2007","CA","CDF","BEU","AVENIDA","002277",2007-06-26,2007-06-26,2,NA,44,33.9823,6,1,"00000000",1557.02179677,137521.577707
"173",173,"2007","CA","CDF","BEU","PINEY","002370",2007-07-01,2007-07-01,7,NA,50,49.415,6,1,"00000000",1889.79328037,199975.464822
"174",174,"2007","CA","CDF","BEU","ROSA","00003543",2007-08-30,2007-08-30,1,NA,20,19.0335,6,1,"00000000",1136.35571112,77025.7726213
"175",175,"2007","CA","CDF","BEU","OAK","00003420",2007-08-24,2007-08-24,2,NA,13,18.5217,6,1,"00000000",1560.82617097,74954.5349332
"176",176,"2007","CA","BLM","NOD","POT HOLE","00003146",2007-07-11,2007-07-12,1,NA,13.8,13.7904,1,1,"00003146",1530.42818071,55807.9447176
"177",177,"2007","CA","BLM","BBD","BAILEY","00002293",NA,2007-07-22,14,NA,53.3,53.4463,1,1,"00002293",3804.54825496,216289.547615
"178",178,"2007","CA","BLM","CDD","WRIGHT","00010034",2007-10-06,2007-10-06,9,NA,31,31.3112,1,1,"00010034",2431.08820935,126711.989022
"179",179,"2007","CA","BLM","CDD","FREMONT","00HUDH9X",NA,2007-06-18,9,NA,31,31.7975,1,1,"00HUDH9X",1790.96564889,128679.867198
"180",180,"2007","CA","BLM","CDD","BORDER 26","00007450",2007-07-07,2007-07-08,4,"GPSed by CAL FIRE",11,10.1693,1,1,"00007450",1167.03567333,41153.7495738
"181",181,"2007","CA","BLM","NOD","BULL","00000599",2007-02-17,2007-02-18,1,NA,169,168.816,1,1,"00000599",3988.81818806,683172.172983
"182",182,"2007","CA","BLM","NOD","CHICK","00006858",2007-08-29,2007-08-29,14,"Also known as the Clear Fire #2.",20,8.78086,1,1,"00006858",909.003960153,35534.8730871
"183",183,"2007","CA","BLM","NOD","SPRING","00003388",2007-05-19,2007-05-19,14,NA,30,49.2575,1,1,"00003388",1858.85596034,199337.932208
"184",184,"2007","CA","BLM","BBD","LITTLE","00002844",2007-03-22,NA,9,NA,0,66.9023,0,1,"00002844",2674.09027931,270744.031179
"185",185,"2007","CA","BLM","BBD","CONWAY","00000836",2007-07-15,NA,1,"Fire perimeter info collected:Trimble GEO XT Differentially Corrected",0,89.1019,0,1,"00000836",3478.48104073,360582.781572
"186",186,"2007","CA","BLM","CDD","INKOPAH","00006518",2007-06-05,2007-06-08,4,NA,1118,698.972,1,1,"00006518",9536.24133127,2828639.26619
"187",187,"2007","CA","BLM","BBD","YOKHOL","00007016",2007-07-15,NA,14,"Data was provided without projection file assumed nad 83.",0,77.2032,0,1,"00007016",2826.2015594,312430.376778
"188",188,"2007","CA","BLM","BBD","CANYON","00001568",2007-07-23,2007-06-24,9,NA,84.7,84.7237,1,1,"00001568",2693.52612383,342864.847166
"189",189,"2007","CA","BLM","CDD","DAWSON","00040815",2007-05-08,2007-05-08,9,NA,960,960.73,2,1,"00040815",10694.5309718,3887934.93995
"190",190,"2007","CA","BLM","CDD","ALTA MESA","00009422",2007-09-14,NA,9,"Perimeter mapped by AA310",0,70.1842,0,1,"00009422",2322.813698,284025.195355
"191",191,"2007","CA","BLM","CDD","BARRETT","00009741",2007-09-24,2007-09-24,11,NA,21,21.0302,6,1,"00009441",1267.12907844,85106.3611794
"192",192,"2007","CA","BLM","CDD","KINGSTON#1","00008854",2007-08-26,2007-08-31,1,NA,187,186.809,2,1,"00008854",3357.90074755,755989.263767
"193",193,"2007","CA","CDF","FKU","POWER HOUSE","00009029",2007-08-18,2007-08-19,10,NA,45,45.7995,2,1,"00009029",1740.00089673,185344.12152
"194",194,"2007","CA","CDF","LNU","LIBERTY","00003912",2007-06-15,2007-06-15,4,NA,3.5,3.42831,1,1,"00000000",810.791784214,13873.8829796
"195",195,"2007","CA","CDF","LNU","HIGHWAY","00003408",2007-05-30,2007-05-30,2,NA,40,34.5331,5,1,"00000000",1688.8061319,139750.383945
"196",196,"2007","CA","CDF","LNU","SONOMA","00006449",2007-08-31,2007-08-31,2,NA,14,13.873,1,1,"00000000",937.813513579,56142.1087958
"197",197,"2007","CA","CDF","LNU","GRADE 2","00004839",2007-07-11,2007-07-11,14,NA,100,59.8039,6,1,"00000000",1881.40106118,242017.810644
"198",198,"2007","CA","CDF","LNU","ARMSTRONG","00004306",2007-06-27,2007-06-27,7,NA,27,24.2504,6,1,"00000000",1275.8491705,98137.8380324
"199",199,"2007","CA","CDF","MEU","CLARK","00005592",2007-07-28,2007-07-28,10,NA,47,46.9913,2,1,"00005592",1798.56895827,190167.013879
"200",200,"2007","CA","CDF","NEU","AUBURN","00012946",2007-06-23,2007-06-23,7,NA,0,20.9904,1,1,"00000000",1379.85150724,84945.3142238
"201",201,"2007","CA","LRA","NEU","PRAIRIE","00013431",2007-06-28,2007-06-28,7,NA,0,72.2304,1,1,"00000000",2569.37889364,292306.248086
"202",202,"2007","CA","CDF","NEU","GARDEN","00021981",2007-10-07,2007-10-07,2,NA,0,146.033,1,1,"00000000",3608.54970275,590973.398068
"203",203,"2007","CA","LRA","NEU","PHILLIPS","00015109",2007-07-16,2007-07-16,2,"Roseville City (CARSV5433)fire that burnt into Sched A DPA",0,935.632,1,1,"00000000",13005.1972517,3786368.23438
"204",204,"2007","CA","LRA","NEU","SOUTH BEALE","00023109",2007-10-23,2007-10-23,6,"Threat to SRA & FRA",0,194.885,1,1,"00000000",4295.42507707,788672.711325
"205",205,"2007","CA","CDF","NEU","SPENCEVILLE","00017628",2007-08-15,2007-08-15,14,NA,0,31.3501,1,1,"00000000",2065.17653717,126869.325137
"206",206,"2007","CA","CDF","NEU","VALLEY","00014224",2007-07-06,2007-07-06,7,NA,0,69.9762,1,1,"00000000",2238.01368301,283183.498164
"207",207,"2007","CA","CDF","NEU","LOMA RICA /  LA PORTE","00016982",2007-08-07,2007-08-07,7,NA,0,10.3257,1,1,"00000000",1053.67268061,41786.5883393
"208",208,"2007","CA","CDF","NEU","WALDO 2","00019650",2007-09-07,2007-09-07,7,NA,0,38.7484,1,1,"00000000",3007.56983658,156809.233991
"209",209,"2007","CA","CDF","NEU","WALDO","00012873",2007-06-22,2007-06-22,2,NA,0,16.1934,1,1,"00000000",1057.75762595,65532.2334977
"210",210,"2007","CA","USF","TMU","WASHOE","00000038",2007-08-18,2007-08-18,9,"TMU DPA, AEU dispatch, but falls within NEU",20,19.8133,1,1,"00000038",1572.00833165,80181.7353303
"211",211,"2007","CA","CDF","NEU","WILSON","00007290",2007-04-09,2007-04-09,5,NA,0,10.5716,1,1,"00000000",938.355807899,42781.6349912
"212",212,"2007","CA","LRA","NEU","BASELINE","00020991",2007-09-24,2007-09-24,14,NA,0,13.9769,1,1,"00000000",1654.02159302,56562.4087817
"213",213,"2007","CA","CDF","RRU","ALESSANDRO","00019979",2007-03-04,2007-03-04,14,NA,680,860.087,7,1,"00000000",10228.9854229,3480650.15682
"214",214,"2007","CA","CDF","RRU","STRAW","00007466",2007-12-03,2007-12-03,14,NA,43,42.5769,7,1,"00000000",1627.04108377,172302.731767
"215",215,"2007","CA","CDF","RRU","SIERRA","00022254",2007-03-11,2007-03-12,14,NA,1044,777.514,7,1,"00000000",9893.07287486,3146487.71995
"216",216,"2007","CA","CDF","SCU","LICK","00005214",2007-09-03,2007-09-15,5,NA,47760,47748.3,2,1,"00000000",89863.3778307,193230406.132
"217",217,"2007","CA","CDF","SCU","STEVENS","00005123",2007-08-30,2007-09-09,11,NA,151,166.155,2,1,"00000000",3946.71705391,672405.306138
"218",218,"2007","CA","CDF","SHU","POWER","00005201",2007-07-10,2007-07-12,14,"Power Incident (FIRE_NAME would not accept input)",1000,919.199,6,1,"00000000",9379.95663449,3719868.35562
"219",219,"2007","CA","CDF","SHU","HATCHET","00006356",2007-08-13,2007-08-14,2,"Hatchet Incident (FIRE_NAME would not accept input) WITH SPOT",12,11.3268,1,1,"00000000",1301.7073624,45837.8764343
"220",220,"2007","CA","CDF","SHU","SILVER","00004394",2007-06-17,2007-06-17,2,"Silver Incident (FIRE_NAME would not accept input)",75,110.625,1,1,"00000000",4245.59878552,447683.561817
"221",221,"2007","CA","CDF","SHU","CLEAR","00004778",2007-06-29,2007-06-29,7,"Total acreage was 188 but only 47 acres was on BLM land.",176,176.671,1,1,"00000000",4644.27221892,714962.953339
"222",222,"2007","CA","CDF","SKU","WEED","SKU03705",2007-08-06,2007-08-06,4,"ABANDON CAMP FIRE",53,53.9668,1,1,"00000000",3003.07612893,218395.934954
"223",223,"2007","CA","CDF","SKU","SECERT","SKU03160",2007-07-11,2007-07-12,1,"LIGHTNING",228,210.911,1,1,"00000000",5485.45630484,853526.741661
"224",224,"2007","CA","CDF","SKU","BEAR","0SKU3868",2007-08-13,2007-08-18,2,"HOT-SAW USE",841,840.837,1,1,"00000000",13427.9549436,3402747.15479
"225",225,"2007","CA","CDF","SKU","FALL","SKU02531",2007-06-13,2007-06-13,5,"ESCAPE CONTROL BURN",14,14.376,1,1,"00000000",1095.43733387,58177.553312
"226",226,"2007","CA","CDF","SKU","BRAZIE","SKU00336",2007-01-25,2007-01-25,5,"ESCAPE CONTROL BURN",5,5.74816,1,1,"00000000",688.687038368,23261.9675772
"227",227,"2007","CA","CDF","SKU","GIRARD","0SKU5166",2007-10-23,2007-10-23,5,"ESCAPE CONTROL BURN",13,13.8954,1,1,"00000000",1190.30174872,56232.8124604
"228",228,"2007","CA","CDF","SKU","OKLAHOMA","0SKU3215",2007-07-12,2007-07-12,1,"Lightning",32,30.4129,6,1,"00000000",1788.99088136,123076.777868
"229",229,"2007","CA","CDF","SKU","REYNOLDS","0SKU3501",2007-07-27,2007-07-27,2,"CHOP-SAW USE",15,16.6749,1,1,"00000000",1139.12351794,67480.9014663
"230",230,"2007","CA","CDF","SLU","RYAN","00000371",2007-01-15,2007-01-15,5,NA,40,15.0148,1,1,"00000000",1533.15226692,60762.9096917
"231",231,"2007","CA","CDF","SLU","ODONOVAN","00003280",2007-05-07,2007-05-07,2,NA,45,45.8557,1,1,"00000000",2246.83210769,185571.269733
"232",232,"2007","CA","CDF","SLU","CUESTA","00003363",2007-05-10,2007-05-10,2,NA,0,44.7115,1,1,"00000000",2733.20250885,180941.13361
"233",233,"2007","CA","CDF","SLU","BITTER","00003722",2007-05-22,2007-05-22,14,NA,25,26.0764,1,1,"00000000",2153.99607844,105527.348549
"234",234,"2007","CA","CDF","SLU","CAL POLY","00004852",2007-06-30,2007-06-30,8,NA,2,45.7197,1,1,"00000000",2287.01617616,185021.199074
"235",235,"2007","CA","CDF","SLU","JOHNSON","00005884",2007-08-01,2007-08-01,11,NA,12,13.1252,1,1,"00000000",1624.51570894,53115.8225099
"236",236,"2007","CA","CDF","SLU","ADELADIA","00004917",2007-08-01,2007-08-01,2,NA,10,16.1821,1,1,"00000000",1844.92853949,65486.7565086
"237",237,"2007","CA","CDF","SLU","CUESTA 2","00006403",2007-08-19,2007-08-19,2,NA,20,16.5452,1,1,"00000000",1367.49702186,66955.9795574
"238",238,"2007","CA","CDF","SLU","RANCH","00006509",2007-08-23,2007-08-23,14,NA,58400,12.7797,1,1,"00000000",1388.55621458,51717.7684097
"239",239,"2007","CA","CDF","SLU","POZO","00006682",2007-08-30,2007-08-30,1,NA,22,19.9712,1,1,"00000000",1275.1371239,80820.6066475
"240",240,"2007","CA","CDF","SLU","MORRO","00007061",2007-09-12,2007-09-12,11,NA,14,12.7362,1,1,"00000000",1334.89211192,51541.5524492
"241",241,"2007","CA","CDF","SLU","POLY / A-4 7","00007753",2007-09-10,2007-09-12,14,NA,60,55.6873,1,1,"00000000",2564.49665212,225358.431833
"242",242,"2007","CA","CDF","SLU","GRADE","00009164",2007-12-03,2007-12-03,2,NA,97,97.1312,1,1,"00000000",3823.28116753,393076.224215
"243",243,"2007","CA","CDF","SLU","DIABLO","00000338",2007-01-16,2007-01-16,15,NA,0,332.363,1,1,"00000000",6402.23445964,1345023.9652
"244",244,"2007","CA","CDF","TCU","MURRAY","00004493",2007-05-25,2007-05-26,5,NA,110,102.867,1,1,"00000331",3247.67067571,416288.864681
"245",245,"2007","CA","CDF","TCU","DUNTON","00004883",2007-06-04,2007-06-04,2,NA,208,208.237,1,1,"00000371",4783.63378712,842703.767632
"246",246,"2007","CA","CDF","TCU","SHELL","00005881",2007-07-02,2007-07-03,14,NA,100,101.423,1,1,"00000470",3448.26271931,410442.50074
"247",247,"2007","CA","CDF","TCU","GASSNER","00006680",2007-07-21,2007-07-21,14,NA,230,228.983,1,1,"00000550",5200.59290672,926659.87487
"248",248,"2007","CA","CDF","TCU","GOLDEN","00007615",2007-08-16,2007-08-17,10,"main fire",66,65.6299,1,1,"00000652",2846.94446129,265594.720664
"249",249,"2007","CA","CDF","TCU","ORVIS","00007609",2007-08-16,2007-08-16,10,NA,540,534.983,1,1,"00000651",13654.3601953,2165000.08089
"250",250,"2007","CA","CDF","TCU","ITALIAN","00007830",2007-08-22,2007-08-28,14,"20090305",102,102.28,1,1,"00000666",3003.50926199,413913.532709
"251",251,"2007","CA","CDF","TCU","SHELLEY","00008668",2007-09-15,2007-09-15,2,"total swag perimeter, drawn 5 months later, Feb '08",104,103.755,6,1,"00000746",2773.24086204,419879.817724
"252",252,"2007","CA","CDF","TGU","CONNER, W","00004489",2007-06-28,2007-06-28,2,"Grass",446,456.799,1,1,"00010094",6882.33703476,1848600.95078
"253",253,"2007","CA","CDF","TGU","DYE","00004063",2007-06-13,2007-06-13,4,"Grass",387,386.449,1,1,"00000056",6901.56108677,1563902.35089
"254",254,"2007","CA","CDF","TGU","LYMAN","00007946",2007-11-07,2007-11-07,14,"Timber",20,18.7599,6,1,"00000145",1213.76476303,75918.6394924
"255",255,"2007","CA","CDF","TUU","HORSE","00057010",2007-05-28,2007-05-30,7,NA,410,434.789,1,1,"00000000",6368.12106759,1759528.75075
"256",256,"2007","CA","CDF","TUU","SHANNON","00059400",2007-06-03,2007-06-04,2,NA,2140,2141,2,1,"00000000",18073.2525093,8664316.71908
"257",257,"2007","CA","USF","MDF","BACKSCATTER","00000039",2007-07-10,2007-07-10,1,NA,91,68.517,1,1,"00000039",3467.78528729,277278.523163
"258",258,"2007","CA","USF","MNF","BARTLETT 2","00000023",2007-09-11,2007-09-11,9,NA,37,36.4408,8,1,"00000023",3239.1306039,147470.636065
"259",259,"2007","CA","USF","SRF","BEAR","00000020",2007-07-11,2007-07-12,1,NA,10,9.87355,7,1,"00000020",903.132564962,39956.8481348
"260",260,"2007","CA","USF","INF","BERNASCONI","00000001",2007-04-12,2007-04-12,4,NA,50,50.2272,1,1,"00000001",2260.47955609,203262.33368
"261",261,"2007","CA","USF","MDF","BLACK","00000033",2007-07-10,2007-07-10,1,NA,75,74.3804,1,1,"00000033",2607.97977595,301006.9698
"262",262,"2007","CA","USF","SHF","BOLLI","00000034",2007-05-01,2007-05-27,5,NA,730,728.843,2,1,"00000034",9915.91446598,2949523.78378
"263",263,"2007","CA","CCO","LAC","BUCKWEED","00000167",2007-10-21,2007-10-21,8,"LACo # 232185",38356,38347.5,2,1,"00000167",93267.9109295,155186722.595
"264",264,"2007","CA","USF","TNF","CALPINE","00000025",2007-06-23,2007-06-28,5,NA,50,45.811,1,1,"00000025",2817.61379415,185390.6354
"265",265,"2007","CA","USF","SHF","CHIPMUNK","00000087",2007-08-30,2007-09-02,1,NA,10,8.3389,1,1,"00000087",723.101604986,33746.3186741
"266",266,"2007","CA","USF","KNF","CLEAR","00000088",2007-07-10,2007-08-04,1,"Part of the Elk Complex",38,37.9603,7,1,"00000088",1996.13765424,153619.871883
"267",267,"2007","CA","USF","MNF","SLIDES","00000006",2007-06-19,2007-06-19,9,NA,12,11.941,7,1,"00000006",1100.92051551,48323.414638
"268",268,"2007","CA","USF","BDF","SNOW","00000118",2007-08-20,2007-08-21,1,NA,100,100.158,1,1,"00000118",3108.87845812,405324.910581
"269",269,"2007","CA","USF","SNF","SOURCE","00000052",2007-08-26,2007-08-28,1,NA,12,12.5743,7,1,"00000052",947.876486913,50886.5136568
"270",270,"2007","CA","USF","MNF","SUGARLAOF","00000014",2007-08-29,2007-09-11,1,"part of Yolla Bolly complex",100,102.347,7,1,"00000014",3523.25641716,414183.960709
"271",271,"2007","CA","USF","SNF","TRIMMER","00000006",2007-05-25,2007-05-26,9,NA,186,193.511,6,1,"00000006",4439.74366311,783111.084411
"272",272,"2007","CA","USF","SHF","TURN","00000065",2007-07-25,2007-07-25,2,NA,10,8.83072,1,1,"00000065",750.146127545,35736.6514062
"273",273,"2007","CA","USF","MNF","VANN","00000009",2007-07-13,2007-07-14,9,NA,56,55.8262,7,1,"00000009",2934.15477147,225920.77455
"274",274,"2007","CA","USF","SQF","VISTA","00000041",2007-08-22,2007-08-24,4,NA,200,420.318,1,1,"00000041",7220.18476315,1700966.03762
"275",275,"2007","CA","USF","SHF","WALLOW","00000082",2007-08-29,2007-09-08,2,NA,1440,1438.39,2,1,"00000082",13800.6053258,5820941.06353
"276",276,"2007","CA","CDF","MVU","WITCH","00000082",2007-10-21,2007-10-31,9,NA,197990,162070,7,1,"00000082",348140.815907,655875906.471
"277",277,"2007","CA","CDF","SBC","ZACA","00000020",2007-07-04,2007-09-02,2,NA,240207,240359,7,1,"00000020",278821.306981,972697148.204
"278",278,"2007","CA","USF","PNF","BABCOCK PEAK","00000056",2007-07-05,2007-07-06,1,"Part of the Antelope Complex",400,406.548,8,1,"00000056",6635.7204071,1645240.63334
"279",279,"2007","CA","USF","ANF","CAPRA","00000088",2007-07-15,2007-07-15,2,NA,20,20.4175,6,1,"00000088",1115.4867223,82626.8593904
"280",280,"2007","CA","USF","BDF","CEDAR","00000104",2007-08-12,2007-08-12,9,NA,30,29.6056,8,1,"00000104",1658.95717921,119809.456029
"281",281,"2007","CA","USF","KNF","CHERRY","00000069",2007-08-29,2007-09-08,1,NA,95,101,6,1,"00000069",3135.68381361,408733.270403
"282",282,"2007","CA","USF","ENF","CLOVER 2","00000046",2007-08-28,2007-09-26,1,NA,30,20.1612,1,2,"00000046",1659.49252117,81589.4320416
"283",283,"2007","CA","USF","LNF","CABLE","00000044",2007-09-05,2007-09-07,1,NA,12,12.5771,1,1,"00000044",882.69025081,50897.9077918
"284",284,"2007","CA","USF","PNF","DAVIS","00000055",2007-07-05,2007-07-06,1,"Part of the Antelope Complex",31,30.2669,8,1,"00000055",1701.36976416,122485.9436
"285",285,"2007","CA","USF","ANF","LAGO","00000071",2007-07-01,2007-07-01,2,NA,47,46.9321,6,1,"00000071",2662.67486888,189927.395293
"286",286,"2007","CA","USF","TNF","LINDSEY","00000087",2007-09-09,2007-09-12,4,NA,17,23.7127,6,1,"00000087",1347.20934593,95962.0411089
"287",287,"2007","CA","USF","ANF","LOWE","00000116",2007-08-26,2007-08-26,9,NA,14,14.3277,6,1,"00000116",1031.94472771,57982.3124678
"288",288,"2007","CA","USF","ANF","RIDGE","00000029",2007-04-06,2007-04-06,1,NA,45,44.9055,6,1,"00000029",2066.04411765,181726.099089
"289",289,"2007","CA","USF","BDF","ROUSE","00000054",2007-06-18,2007-06-19,9,NA,30,46.7904,8,1,"00000054",3034.2620001,189353.891124
"290",290,"2007","CA","USF","ANF","VEHICLE","00000098",2007-08-03,2007-08-03,2,NA,25,24.9002,6,1,"00000098",1276.85037401,100767.379614
"291",291,"2007","CA","USF","PNF","WHEELER","00000053",2007-07-05,2007-07-21,1,"Part of the Antelope Complex",22906,22331.9,8,1,"00000053",71550.4373696,90374085.9744
"292",292,"2007","CA","USF","PNF","PAST","00000091",2007-08-19,2007-08-19,9,NA,89,84.9595,8,1,"00000091",2584.43860156,343818.711035
"293",293,"2007","CA","USF","BDF","BUTLER #2","00000158",2007-09-14,2007-12-31,9,NA,14039,13736.3,8,1,"00000158",52067.9398026,55588714.3368
"294",294,"2007","CA","USF","BDF","CAJON","00000168",2007-10-22,2007-10-23,9,NA,250,256.542,6,1,"00000168",6009.30017647,1038186.70757
"295",295,"2007","CA","USF","KNF","KING CREEK","00000032",2007-07-10,2007-12-06,1,"Part of the Elk Complex, Total Cost 18,600,000",10617,10477.4,7,1,"00000032",70506.0923567,42400448.1573
"296",296,"2007","CA","USF","KNF","LITTLE GRIDER","00000031",2007-07-10,2007-12-06,1,"Part of the Elk Complex, Total Cost 18,600,000",2171,2172.78,7,1,"00000031",17389.4960707,8792932.16034
"297",297,"2007","CA","USF","KNF","TITUS","00000057",2007-07-10,2007-12-06,1,"Part of the Elk Complex, Total Cost 18,600,000",2043,2177.28,7,1,"00000057",24702.2368292,8811158.11792
"298",298,"2007","CA","USF","KNF","TOM MARTIN","00000044",2007-07-10,2007-12-06,1,"Part of the Elk Complex, Total Cost 18,600,000",31,31.288,7,1,"00000044",1413.37480607,126617.927619
"299",299,"2007","CA","USF","KNF","WINGATE","00000056",2007-07-10,2007-07-15,1,"Part of the Elk Complex",916,931.99,7,1,"00000056",16861.2024252,3771628.8145
"300",300,"2007","CA","USF","BDF","RAILROAD","00000034",2007-05-23,2007-05-23,6,NA,80,84.6357,6,1,"00000034",2440.62640645,342508.543489
"301",301,"2007","CA","USF","BDF","RAILDOAD 2","00000035",2007-05-24,2007-05-24,6,NA,10,13.7325,6,1,"00000035",1100.49761439,55573.5038021
"302",302,"2007","CA","USF","BDF","SHOOTING","00000043",2007-06-03,2007-06-03,9,NA,13,14.9673,6,1,"00000043",1043.16090969,60570.3837997
"303",303,"2007","CA","USF","SNF","ROCK","00000051",2007-08-26,2007-09-01,1,NA,96,85.731,1,1,"00000051",3322.73860687,346940.990201
"304",304,"2007","CA","USF","SRF","RODGE","00000008",2007-06-16,2007-06-17,7,NA,9,9.25723,1,1,"00000008",1065.21437495,37462.7005639
"305",305,"2007","CA","USF","PNF","CLIFTON","00000012",2007-05-10,2007-05-11,5,NA,67,77.2733,8,1,"00000012",2602.2627085,312713.800021
"306",306,"2007","CA","USF","MDF","TIONESTA","00000002",2007-03-07,2007-03-13,4,NA,20,19.6306,1,1,"00000002",2789.04608001,79442.3261529
"307",307,"2007","CA","USF","LPF","MINE","00000031",2007-08-29,2007-08-30,1,NA,39,40.2003,3,1,"00000031",2061.21178079,162684.889415
"308",308,"2007","CA","USF","LPF","RANCH","00000018",2007-06-30,2007-07-01,9,NA,478,394.066,3,1,"00000018",7574.70408375,1594730.03507
"309",309,"2007","CA","USF","LPF","RIVER","00000041",2007-11-29,2007-11-29,9,NA,12,11.6418,1,1,"00000041",1138.90329952,47112.6858527
"310",310,"2007","CA","USF","LPF","SKINNER","00000014",2007-05-27,2007-05-30,9,NA,18,18.1263,1,1,"00000014",1008.50402948,73354.5281469
